Date,Epoch,Loss,MSE,Predicted,Actual
2013-03-06,0,0.7484015822410583,0.7484015615660269,-0.012219717,-0.8773218
2013-03-07,0,0.7438085675239563,0.743808596656951,-0.012407724,-0.8748511
2013-03-08,0,0.7329885959625244,0.7329885891777508,-0.012597429,-0.86874497
2013-03-11,0,0.7250717878341675,0.7250717978879493,-0.012786241,-0.86429775
2013-03-12,0,0.7303810119628906,0.7303810151881862,-0.012974582,-0.8675979
2013-03-13,0,0.7269845604896545,0.7269845563276398,-0.013163908,-0.8657978
2013-03-14,0,0.7136191725730896,0.7136191566826398,-0.013352416,-0.8581122
2013-03-15,0,0.7170764207839966,0.7170764473303279,-0.013540964,-0.86034465
2013-03-18,0,0.7296668291091919,0.7296668140502902,-0.013727861,-0.8679332
2013-03-19,0,0.7350237369537354,0.7350237642448612,-0.013915718,-0.871251
2013-03-20,0,0.7190977334976196,0.7190977154830911,-0.01410428,-0.8621006
2013-03-21,0,0.7382249236106873,0.7382249485849322,-0.014292074,-0.87349224
2013-03-22,0,0.7211859226226807,0.7211859091437169,-0.014479864,-0.8637065
2013-03-25,0,0.7286798357963562,0.728679811978111,-0.014667489,-0.86829495
2013-03-26,0,0.710278332233429,0.7102783192394782,-0.014855653,-0.85763574
2013-03-27,0,0.711331307888031,0.7113313042607707,-0.015042971,-0.85844755
2013-03-28,0,0.7016108632087708,0.7016108924383389,-0.015231034,-0.8528532
2013-04-01,0,0.7117099165916443,0.7117098939791191,-0.0154185165,-0.85904753
2013-04-02,0,0.6994169354438782,0.6994169570562327,-0.01560633,-0.85191786
2013-04-03,0,0.7237542271614075,0.7237542130981325,-0.01579271,-0.8665302
2013-04-04,0,0.7140224575996399,0.7140224293255102,-0.015981488,-0.86098
2013-04-05,0,0.7237292528152466,0.7237292650245308,-0.016169196,-0.866892
2013-04-08,0,0.708787739276886,0.70878776666774,-0.016358085,-0.8582534
2013-04-09,0,0.7002660036087036,0.7002660271988113,-0.016546024,-0.853365
2013-04-10,0,0.6720052361488342,0.6720052274477126,-0.016734472,-0.83649373
2013-04-11,0,0.6635650992393494,0.6635650851541506,-0.016922085,-0.8315171
2013-04-12,0,0.6697719693183899,0.6697719673981197,-0.01710954,-0.8355055
2013-04-15,0,0.7231934070587158,0.7231933909523924,-0.017295936,-0.86770374
2013-04-16,0,0.6899321675300598,0.6899321436197035,-0.017484441,-0.84810597
2013-04-17,0,0.7230785489082336,0.7230785359303269,-0.017672375,-0.8680126
2013-04-18,0,0.7384443879127502,0.7384443584706482,-0.017861534,-0.8771894
2013-04-19,0,0.717584490776062,0.7175845019048666,-0.018050067,-0.8651537
2013-04-22,0,0.7064679265022278,0.7064678993937292,-0.018239899,-0.85875636
2013-04-23,0,0.6822113394737244,0.6822113662997822,-0.018430242,-0.8443911
2013-04-24,0,0.681881844997406,0.6818818530850344,-0.01862092,-0.8443823
2013-04-25,0,0.6723196506500244,0.6723196388414898,-0.018810507,-0.8387615
2013-04-26,0,0.6762390732765198,0.6762390754254888,-0.019000476,-0.84133804
2013-04-29,0,0.6595346927642822,0.6595346677853833,-0.019187905,-0.8313053
2013-04-30,0,0.6535672545433044,0.6535672825126682,-0.01937597,-0.82781106
2013-05-01,0,0.67464280128479,0.6746428112285372,-0.019565692,-0.84093213
2013-05-02,0,0.6529289484024048,0.6529289675051508,-0.019753197,-0.8277934
2013-05-03,0,0.6288487911224365,0.628848783708591,-0.019942991,-0.81294286
2013-05-06,0,0.6242472529411316,0.6242472386407485,-0.0201319,-0.81022507
2013-05-07,0,0.6122113466262817,0.6122113381213836,-0.020320777,-0.8027601
2013-05-08,0,0.6026631593704224,0.6026631802606097,-0.02050784,-0.79682165
2013-05-09,0,0.6106483340263367,0.6106483179344337,-0.020693699,-0.8021336
2013-05-10,0,0.6007035970687866,0.6007035871222719,-0.020879753,-0.79593045
2013-05-13,0,0.6003207564353943,0.6003207705319404,-0.021064982,-0.7958687
2013-05-14,0,0.5775942802429199,0.5775942777775391,-0.021251248,-0.7812475
2013-05-15,0,0.5660536289215088,0.566053620968944,-0.021434832,-0.7738002
2013-05-16,0,0.5768627524375916,0.5768627445659149,-0.021618027,-0.7811328
2013-05-17,0,0.5540266633033752,0.554026688804754,-0.021802517,-0.76613224
2013-05-20,0,0.5553035736083984,0.555303553093168,-0.021986526,-0.76717347
2013-05-21,0,0.5512635111808777,0.5512635097204566,-0.02216976,-0.764641
2013-05-22,0,0.5692323446273804,0.5692323420026355,-0.022351855,-0.77682674
2013-05-23,0,0.5754199028015137,0.5754198776259187,-0.0225332,-0.78109753
2013-05-24,0,0.5763624310493469,0.5763624317662028,-0.022715075,-0.78190047
2013-05-28,0,0.5621583461761475,0.5621583384684214,-0.022898572,-0.77267075
2013-05-29,0,0.5774685144424438,0.577468533749542,-0.023081122,-0.7829946
2013-05-30,0,0.569104790687561,0.5691048136387877,-0.023265827,-0.7776562
2013-05-31,0,0.6007710099220276,0.6007710360831062,-0.023448106,-0.7985423
2013-06-03,0,0.5873188376426697,0.5873188634101467,-0.02363345,-0.7900008
2013-06-04,0,0.5993220210075378,0.5993219947319552,-0.023818653,-0.79797757
2013-06-05,0,0.6301317811012268,0.6301317769122683,-0.024005208,-0.81781363
2013-06-06,0,0.610849916934967,0.6108499217649666,-0.024191307,-0.8057602
2013-06-07,0,0.5821848511695862,0.5821848440351829,-0.024378557,-0.7873889
2013-06-10,0,0.5826665759086609,0.5826665658589469,-0.024565902,-0.78789186
2013-06-11,0,0.6050580143928528,0.6050579975044776,-0.024755368,-0.8026101
2013-06-12,0,0.6235862970352173,0.6235863189979263,-0.024944521,-0.81461936
2013-06-13,0,0.5905113816261292,0.5905114052441149,-0.02513587,-0.7935833
2013-06-14,0,0.6033468842506409,0.6033469027373464,-0.025326602,-0.8020807
2013-06-17,0,0.5862993597984314,0.5862993843369537,-0.025516573,-0.79121846
2013-06-18,0,0.5688837170600891,0.5688836964179735,-0.025706606,-0.7799504
2013-06-19,0,0.5994531512260437,0.5994531416359337,-0.025895804,-0.8001394
2013-06-20,0,0.6561012864112854,0.6561012591368041,-0.026087021,-0.8360878
2013-06-21,0,0.649736225605011,0.6497362088831018,-0.02628437,-0.83234656
2013-06-24,0,0.677215039730072,0.677215024613421,-0.02648114,-0.8494119
2013-06-25,0,0.6553714871406555,0.6553714714812173,-0.026678836,-0.836229
2013-06-26,0,0.6334855556488037,0.6334855382218088,-0.026872233,-0.82279027
2013-06-27,0,0.6192904114723206,0.6192903840036514,-0.027069313,-0.8140194
2013-06-28,0,0.6286227703094482,0.6286227757347298,-0.027268114,-0.82012546
2013-07-01,0,0.6162198185920715,0.6162198007454869,-0.027469708,-0.8124664
2013-07-02,0,0.6171215772628784,0.6171215759382562,-0.02767199,-0.81324285
2013-07-03,0,0.6149635910987854,0.614963583453175,-0.027873144,-0.8120693
2013-07-05,0,0.5920678973197937,0.5920679006072191,-0.02806806,-0.79752755
2013-07-08,0,0.5801875591278076,0.5801875776234375,-0.028265042,-0.7899655
2013-07-09,0,0.5640572309494019,0.5640572045013279,-0.028462928,-0.77950037
2013-07-10,0,0.5633608102798462,0.563360781709207,-0.02866201,-0.77923566
2013-07-11,0,0.5337848663330078,0.5337848944400889,-0.028864376,-0.7594702
2013-07-12,0,0.5268508195877075,0.5268508474275144,-0.029063368,-0.75490826
2013-07-15,0,0.5236130356788635,0.5236130477911161,-0.029258857,-0.75286996
2013-07-16,0,0.5313315391540527,0.5313315537149812,-0.029451141,-0.75837606
2013-07-17,0,0.5250868201255798,0.5250868202680046,-0.02964418,-0.75427294
2013-07-18,0,0.5140489339828491,0.5140489248561586,-0.029835932,-0.746808
2013-07-19,0,0.5103357434272766,0.5103357555710772,-0.030029988,-0.7444079
2013-07-22,0,0.5057339072227478,0.5057338851931945,-0.030222768,-0.74137247
2013-07-23,0,0.5094081163406372,0.5094080986078922,-0.030414902,-0.7441432
2013-07-24,0,0.5172883868217468,0.5172883578899565,-0.030606905,-0.74983454
2013-07-25,0,0.5115562677383423,0.511556237953048,-0.030799864,-0.74603146
2013-07-26,0,0.5095143914222717,0.5095143728728466,-0.030993348,-0.7447961
2013-07-29,0,0.5172305703163147,0.5172305716789403,-0.031185385,-0.7503728
2013-07-30,0,0.5161556601524353,0.5161556856221274,-0.03137715,-0.7498169
2013-07-31,0,0.5161706805229187,0.5161706735522245,-0.031569667,-0.75001985
2013-08-01,0,0.48944246768951416,0.4894424690157848,-0.031764563,-0.7313662
2013-08-02,0,0.4857197105884552,0.48571972078557124,-0.03195957,-0.72889555
2013-08-05,0,0.4885644316673279,0.4885644213360685,-0.032154165,-0.731128
2013-08-06,0,0.5004168748855591,0.5004169020849645,-0.03234737,-0.7397489
2013-08-07,0,0.508237361907959,0.5082373486943794,-0.032541413,-0.74544907
2013-08-08,0,0.4997295141220093,0.4997295210013277,-0.032736316,-0.7396518
2013-08-09,0,0.5070382356643677,0.5070382355190759,-0.032932866,-0.74499905
2013-08-12,0,0.509213387966156,0.5092133621332984,-0.033127848,-0.7467197
2013-08-13,0,0.5030465722084045,0.5030466006262237,-0.03332352,-0.7425813
2013-08-14,0,0.5138006806373596,0.5138006652746441,-0.033520907,-0.75031984
2013-08-15,0,0.5444050431251526,0.5444050462669772,-0.033720843,-0.77155894
2013-08-16,0,0.5512750148773193,0.5512750160111324,-0.033924244,-0.7764032
2013-08-19,0,0.5638471841812134,0.5638471851797568,-0.0341265,-0.7850241
2013-08-20,0,0.5552396774291992,0.5552396838561755,-0.034329847,-0.7794739
2013-08-21,0,0.5675638318061829,0.5675638226880473,-0.034532376,-0.7879007
2013-08-22,0,0.5485876798629761,0.5485876717214957,-0.034739077,-0.7754061
2013-08-23,0,0.5397657155990601,0.539765733166039,-0.034947805,-0.7696353
2013-08-26,0,0.5482005476951599,0.5482005691238925,-0.035159282,-0.77556497
2013-08-27,0,0.5827807784080505,0.5827807708683963,-0.035370976,-0.79877174
2013-08-28,0,0.5764350891113281,0.5764351071221085,-0.035585377,-0.79481864
2013-08-29,0,0.5718228816986084,0.5718228683468993,-0.035796486,-0.79198617
2013-08-30,0,0.5784574747085571,0.5784574612058613,-0.036010668,-0.7965746
2013-09-03,0,0.5690432786941528,0.5690433029492539,-0.03622477,-0.7905744
2013-09-04,0,0.5511402487754822,0.5511402229275895,-0.036441587,-0.77882975
2013-09-05,0,0.5481985211372375,0.5481985390713682,-0.036660668,-0.777065
2013-09-06,0,0.5477544665336609,0.5477544892538369,-0.036881205,-0.7769856
2013-09-09,0,0.5260450839996338,0.5260450659686491,-0.037101284,-0.7623909
2013-09-10,0,0.5101355910301208,0.5101355629202011,-0.037317473,-0.7515552
2013-09-11,0,0.5033771395683289,0.5033771613170757,-0.037529003,-0.74701977
2013-09-12,0,0.5102507472038269,0.5102507689509963,-0.03773977,-0.75205815
2013-09-13,0,0.504202663898468,0.5042026413707958,-0.037953373,-0.74802566
2013-09-16,0,0.4919319152832031,0.4919319179649051,-0.03816738,-0.73954594
2013-09-17,0,0.4828101694583893,0.4828101827143314,-0.03838258,-0.733228
2013-09-18,0,0.4573996663093567,0.45739965413714856,-0.038596366,-0.7149097
2013-09-19,0,0.46092018485069275,0.46092018705283877,-0.038804673,-0.7177157
2013-09-20,0,0.4756467938423157,0.47564680055893405,-0.03901224,-0.72868377
2013-09-23,0,0.4852272570133209,0.4852272570042828,-0.039222073,-0.7358046
2013-09-24,0,0.49037840962409973,0.490378402781122,-0.0394345,-0.7397047
2013-09-25,0,0.49584487080574036,0.4958448799952784,-0.03964529,-0.74380785
2013-09-26,0,0.4882456660270691,0.4882456750510791,-0.039855946,-0.73860174
2013-09-27,0,0.49652135372161865,0.49652135308253165,-0.04006518,-0.7447079
2013-09-30,0,0.5089815855026245,0.5089815815381371,-0.040278792,-0.75370824
2013-10-01,0,0.49188148975372314,0.4918815019185594,-0.04049748,-0.7418401
2013-10-02,0,0.4929690659046173,0.4929690712816779,-0.040719658,-0.74283725
2013-10-03,0,0.5116777420043945,0.5116777438743725,-0.04094177,-0.7562583
2013-10-04,0,0.49653360247612,0.4965336171520143,-0.04115947,-0.74581087
2013-10-07,0,0.5142641663551331,0.5142641601593176,-0.041377425,-0.75849956
2013-10-08,0,0.5404282212257385,0.5404282281998327,-0.041600265,-0.7767385
2013-10-09,0,0.5388637781143188,0.5388637573178698,-0.041826855,-0.77590024
2013-10-10,0,0.49271032214164734,0.49271030813783057,-0.042059883,-0.74399316
2013-10-11,0,0.4792996346950531,0.47929962222344,-0.04228984,-0.73460454
2013-10-14,0,0.47054609656333923,0.4705461026105695,-0.042517208,-0.7284808
2013-10-15,0,0.48496928811073303,0.4849692887805226,-0.04274268,-0.73914003
2013-10-16,0,0.45622944831848145,0.45622943764875856,-0.042974018,-0.7184216
2013-10-17,0,0.4421957731246948,0.4421957768499851,-0.043199066,-0.7081771
2013-10-18,0,0.4286808371543884,0.42868084573734677,-0.04342474,-0.69816196
2013-10-21,0,0.428212970495224,0.4282129811044797,-0.043640982,-0.6980208
2013-10-22,0,0.41645774245262146,0.41645774785607514,-0.043852773,-0.6891881
2013-10-23,0,0.4256722033023834,0.42567221313592896,-0.04406749,-0.6965031
2013-10-24,0,0.4188544750213623,0.4188544777068195,-0.044292636,-0.6914823
2013-10-25,0,0.4098242521286011,0.40982424027706443,-0.044512834,-0.684688
2013-10-28,0,0.4069080352783203,0.40690803867624936,-0.04472969,-0.68262315
2013-10-29,0,0.39564207196235657,0.3956420599553532,-0.044939656,-0.6739405
2013-10-30,0,0.40502679347991943,0.40502678944727677,-0.045147114,-0.6815643
2013-10-31,0,0.4123944342136383,0.4123944197128857,-0.04535862,-0.687538
2013-11-01,0,0.40635964274406433,0.4063596506364462,-0.045574404,-0.6830379
2013-11-04,0,0.3990403413772583,0.3990403455967204,-0.045791246,-0.6774877
2013-11-05,0,0.4043166935443878,0.4043166839094283,-0.04600529,-0.6818643
2013-11-06,0,0.39565616846084595,0.3956561568367114,-0.04621672,-0.6752288
2013-11-07,0,0.42171230912208557,0.42171230347918254,-0.046429858,-0.69582367
2013-11-08,0,0.3949747085571289,0.39497469527006857,-0.046652745,-0.67512286
2013-11-11,0,0.3932783305644989,0.3932783208474575,-0.046874322,-0.6739934
2013-11-12,0,0.39765873551368713,0.3976587347606255,-0.047097586,-0.67769945
2013-11-13,0,0.38162270188331604,0.3816227077082637,-0.047316328,-0.6650725
2013-11-14,0,0.3720170557498932,0.37201705121788464,-0.04753429,-0.6574663
2013-11-15,0,0.3636614680290222,0.36366145880208833,-0.04775194,-0.65079546
2013-11-18,0,0.3705037534236908,0.3705037622983163,-0.047973134,-0.65666336
2013-11-19,0,0.3741775453090668,0.374177544299755,-0.04819232,-0.65989286
2013-11-20,0,0.3809569776058197,0.3809569775520494,-0.04841127,-0.6656284
2013-11-21,0,0.365081787109375,0.3650817758776306,-0.048631422,-0.6528514
2013-11-22,0,0.35538676381111145,0.3553867693901793,-0.04884615,-0.6449894
2013-11-25,0,0.3575262129306793,0.3575262179675178,-0.04906624,-0.6470012
2013-11-26,0,0.35698363184928894,0.35698363133733224,-0.04928189,-0.64676297
2013-11-27,0,0.3520149886608124,0.35201498613526283,-0.04950136,-0.64280987
2013-11-29,0,0.3532368838787079,0.3532368786745934,-0.049725525,-0.6440629
2013-12-02,0,0.35814711451530457,0.3581471170579711,-0.049941447,-0.64839536
2013-12-03,0,0.3639833629131317,0.36398337431870686,-0.050158724,-0.6534691
2013-12-04,0,0.3662179708480835,0.36621797384086463,-0.050374426,-0.6555339
2013-12-05,0,0.37430763244628906,0.3743076455757546,-0.050592028,-0.6623989
2013-12-06,0,0.3526935279369354,0.352693522500104,-0.050818134,-0.6446982
2013-12-09,0,0.3489947021007538,0.3489946927462739,-0.051046267,-0.641804
2013-12-10,0,0.3547426462173462,0.3547426367345565,-0.051274907,-0.64687765
2013-12-11,0,0.37623313069343567,0.3762331415412099,-0.05149992,-0.66487837
2013-12-12,0,0.3832545876502991,0.38325459397450246,-0.051732413,-0.670808
2013-12-13,0,0.3831653892993927,0.38316537549695795,-0.05196324,-0.6709668
2013-12-16,0,0.3707199692726135,0.37071995461430163,-0.05219873,-0.6610665
2013-12-17,0,0.37641143798828125,0.37641143022014845,-0.05243109,-0.6659549
2013-12-18,0,0.344716876745224,0.34471688939746414,-0.052666117,-0.6397921
2013-12-19,0,0.3455303907394409,0.345530382695447,-0.052900337,-0.64071864
2013-12-20,0,0.33626025915145874,0.33626026041025625,-0.053144686,-0.6330242
2013-12-23,0,0.32616227865219116,0.3261622864811784,-0.053385332,-0.6244915
2013-12-24,0,0.3205471634864807,0.32054716070877376,-0.05361958,-0.6197884
2013-12-26,0,0.3116666376590729,0.31166663232520264,-0.053840496,-0.6121116
2013-12-27,0,0.3120323121547699,0.31203230472692667,-0.054060202,-0.61265874
2013-12-30,0,0.3121144771575928,0.3121144823603714,-0.05427781,-0.6129499
2013-12-31,0,0.30471938848495483,0.3047193829532411,-0.054503385,-0.6065173
2014-01-02,0,0.32062605023384094,0.32062606439650665,-0.054732237,-0.6209708
2014-01-03,0,0.32097548246383667,0.32097547665643233,-0.054962102,-0.6215091
2014-01-06,0,0.3253322243690491,0.32533222506850734,-0.055189043,-0.62556803
2014-01-07,0,0.31399500370025635,0.3139949958222701,-0.055412177,-0.61576474
2014-01-08,0,0.3141327500343323,0.3141327509422496,-0.055633396,-0.61610883
2014-01-09,0,0.3132447600364685,0.3132447547454973,-0.055861406,-0.61554414
2014-01-10,0,0.30882522463798523,0.3088252168743253,-0.05608237,-0.6118028
2014-01-13,0,0.33169686794281006,0.33169687459127317,-0.056316398,-0.6322477
2014-01-14,0,0.3117332458496094,0.3117332535385344,-0.05655157,-0.61488235
2014-01-15,0,0.3021860420703888,0.3021860377467114,-0.056785174,-0.6064997
2014-01-16,0,0.304347962141037,0.3043479601079504,-0.057019435,-0.6086968
2014-01-17,0,0.31113457679748535,0.3111345838681565,-0.057246752,-0.61504114
2014-01-21,0,0.30586618185043335,0.3058661940763727,-0.05748928,-0.610541
2014-01-22,0,0.3045652210712433,0.30456522089890825,-0.057731383,-0.60960567
2014-01-23,0,0.32046711444854736,0.32046711949931606,-0.05797861,-0.6240768
2014-01-24,0,0.3594379127025604,0.3594379141241575,-0.058226086,-0.6577575
2014-01-27,0,0.36843177676200867,0.3684317704078808,-0.058474936,-0.66546077
2014-01-28,0,0.35650017857551575,0.3565001753850119,-0.05873109,-0.65580744
2014-01-29,0,0.3757244646549225,0.3757244686503327,-0.05899144,-0.6719551
2014-01-30,0,0.35408255457878113,0.3540825602322606,-0.05926781,-0.6543162
2014-01-31,0,0.36604124307632446,0.36604125062382664,-0.059538398,-0.66455185
2014-02-03,0,0.41042688488960266,0.4104268909053168,-0.059819337,-0.700465
2014-02-04,0,0.39514267444610596,0.3951426825950968,-0.060116697,-0.68872046
2014-02-05,0,0.39872971177101135,0.3987297014460047,-0.060411286,-0.69186175
2014-02-06,0,0.3744584918022156,0.374458486342121,-0.060704388,-0.67263454
2014-02-07,0,0.3490813970565796,0.34908138983880477,-0.06098793,-0.65181905
2014-02-10,0,0.3458089232444763,0.3458089105132025,-0.061275534,-0.64933074
2014-02-11,0,0.32512223720550537,0.3251222240269023,-0.061567485,-0.6317624
2014-02-12,0,0.32526981830596924,0.3252698091320241,-0.061870456,-0.63219476
2014-02-13,0,0.31438401341438293,0.3143840213670188,-0.062168363,-0.62286794
2014-02-14,0,0.3054245114326477,0.3054244981554035,-0.062450696,-0.61510295
2014-02-18,0,0.30307379364967346,0.30307378295424314,-0.06270203,-0.61322343
2014-02-19,0,0.3145847022533417,0.314584708861787,-0.062942415,-0.6238209
2014-02-20,0,0.3034650385379791,0.30346504763292614,-0.063211545,-0.6140882
2014-02-21,0,0.3066212832927704,0.3066212817266347,-0.06346902,-0.617203
2014-02-24,0,0.2953195571899414,0.2953195665505781,-0.06374599,-0.6071791
2014-02-25,0,0.2974233329296112,0.2974233470458785,-0.064010926,-0.60937625
2014-02-26,0,0.2971198260784149,0.29711981561946743,-0.06425398,-0.60934097
2014-02-27,0,0.2881355881690979,0.2881355836433528,-0.064502135,-0.60128474
2014-02-28,0,0.283007949590683,0.2830079607146132,-0.064746745,-0.59673166
2014-03-03,0,0.29576438665390015,0.2957643994864192,-0.064995706,-0.60883796
2014-03-04,0,0.26906824111938477,0.26906824423691944,-0.06525447,-0.58397233
2014-03-05,0,0.26890403032302856,0.2689040329080541,-0.06550095,-0.58406055
2014-03-06,0,0.2656993865966797,0.2656993950726161,-0.06575888,-0.58121926
2014-03-07,0,0.26451969146728516,0.26451968335869935,-0.06601327,-0.58032805
2014-03-10,0,0.2650408446788788,0.2650408388929151,-0.06627458,-0.58109576
2014-03-11,0,0.2735060453414917,0.2735060589794216,-0.06653566,-0.5895137
2014-03-12,0,0.2727000415325165,0.272700049022788,-0.06680386,-0.5890108
2014-03-13,0,0.2929387092590332,0.29293871243382696,-0.06706162,-0.60829973
2014-03-14,0,0.2976391613483429,0.2976391630474531,-0.06733384,-0.612897
2014-03-17,0,0.2805521488189697,0.2805521400897568,-0.06760699,-0.5972787
2014-03-18,0,0.26785415410995483,0.2678541686272098,-0.06789082,-0.5854371
2014-03-19,0,0.27814343571662903,0.2781434218482879,-0.06817381,-0.59556687
2014-03-20,0,0.26749175786972046,0.2674917636799279,-0.06845279,-0.58564883
2014-03-21,0,0.2722308039665222,0.2722308093715107,-0.06873573,-0.59049314
2014-03-24,0,0.2803458869457245,0.2803458937794545,-0.069028236,-0.59850526
2014-03-25,0,0.2724657356739044,0.2724657209276735,-0.06930482,-0.5912873
2014-03-26,0,0.2843233644962311,0.2843233703626993,-0.06959147,-0.6028113
2014-03-27,0,0.2873382568359375,0.2873382512405023,-0.06987786,-0.6059173
2014-03-28,0,0.27896562218666077,0.27896561567439804,-0.07017444,-0.5983464
2014-03-31,0,0.2650889456272125,0.2650889563060588,-0.070489734,-0.58535767
2014-04-01,0,0.2529343068599701,0.2529343136275344,-0.0708021,-0.57372785
2014-04-02,0,0.24788466095924377,0.24788465452676078,-0.07110042,-0.5689806
2014-04-03,0,0.24946947395801544,0.2494694725943214,-0.07139089,-0.5708601
2014-04-04,0,0.2704865336418152,0.2704865234914564,-0.07167177,-0.591755
2014-04-07,0,0.2889004349708557,0.28890044483478405,-0.07195223,-0.6094468
2014-04-08,0,0.2820587754249573,0.2820587631209861,-0.072248675,-0.60334074
2014-04-09,0,0.26310962438583374,0.26310963420101885,-0.07255675,-0.58549887
2014-04-10,0,0.2993803024291992,0.2993803146569576,-0.072843626,-0.6200002
2014-04-11,0,0.3160433769226074,0.31604338416159194,-0.07316749,-0.63534486
2014-04-14,0,0.3010329306125641,0.3010329410257242,-0.07351499,-0.6221797
2014-04-15,0,0.28878992795944214,0.28878992715364404,-0.07387275,-0.6112645
2014-04-16,0,0.27038276195526123,0.27038274754387714,-0.07422459,-0.594208
2014-04-17,0,0.2677270174026489,0.2677270275897037,-0.07454329,-0.59196675
2014-04-21,0,0.2610308825969696,0.26103089018535286,-0.07484294,-0.58575475
2014-04-22,0,0.25385886430740356,0.25385885932465513,-0.07515156,-0.57899565
2014-04-23,0,0.2572278380393982,0.25722783947674444,-0.07549007,-0.5826664
2014-04-24,0,0.2540123462677002,0.25401234321384436,-0.07582876,-0.5798251
2014-04-25,0,0.2673880159854889,0.2673880090935974,-0.076150455,-0.5932462
2014-04-28,0,0.2615881562232971,0.2615881675088225,-0.07646855,-0.58792543
2014-04-29,0,0.25329068303108215,0.253290682296722,-0.07679221,-0.58007216
2014-04-30,0,0.24799814820289612,0.2479981484243332,-0.07711907,-0.5751132
2014-05-01,0,0.24791833758354187,0.2479183378970271,-0.07743743,-0.5753514
2014-05-02,0,0.24981030821800232,0.2498103144099595,-0.077782385,-0.5775927
2014-05-05,0,0.24640701711177826,0.24640701157348932,-0.078092664,-0.5744867
2014-05-06,0,0.26116934418678284,0.26116934659512836,-0.078387,-0.5894343
2014-05-07,0,0.25148409605026245,0.2514840866783885,-0.07869618,-0.5801781
2014-05-08,0,0.25347015261650085,0.25347016104550235,-0.07899642,-0.5824546
2014-05-09,0,0.25061824917793274,0.250618243500881,-0.079321966,-0.57993984
2014-05-12,0,0.23450903594493866,0.23450903955168556,-0.079645514,-0.56390685
2014-05-13,0,0.23349624872207642,0.23349625065817747,-0.07998646,-0.56320095
2014-05-14,0,0.24082855880260468,0.240828556824372,-0.080329016,-0.57107186
2014-05-15,0,0.2560397684574127,0.2560397823130103,-0.080668665,-0.5866724
2014-05-16,0,0.24946309626102448,0.24946310170868546,-0.08102407,-0.5804869
2014-05-19,0,0.2428138256072998,0.2428138299749527,-0.081354626,-0.57411605
2014-05-20,0,0.2532459795475006,0.2532459875151041,-0.08168975,-0.5849253
2014-05-21,0,0.23959366977214813,0.2395936645121175,-0.08203,-0.57151306
2014-05-22,0,0.23540997505187988,0.2354099763197306,-0.08238694,-0.5675776
2014-05-23,0,0.22822518646717072,0.22822518979081963,-0.082754,-0.5604832
